label,rmse,rmse_clim,skill,corr,bias,n
Ridge+GBR | all | clim=60%,11.28183995430959,11.484905413049841,0.017681073673407544,0.8626739876772378,0.010092804558269108,222
ElasticNet | core8 | clim=40%,14.338043259657942,11.484905413049841,-0.24842501910082726,0.7806086905790619,-0.021675839986500023,222
Ridge(alpha=10) | core8 | clim=40%,14.340596577705835,11.484905413049841,-0.24864733856764598,0.7759772905362471,-0.030975345162083556,222
Ridge+RF+GBR | core4 | clim=40%,14.376322921723718,11.484905413049841,-0.25175806022646685,0.7887080243910857,0.2190497757435601,222
Ridge(alpha=200) | core4 | clim=50%,14.378134818416472,11.484905413049841,-0.25191582353644537,0.8261315097885024,0.02850482603943405,222
Ridge(alpha=500) | core4 | clim=50%,14.388230599267441,11.484905413049841,-0.25279487133770107,0.837804468219276,0.02478816626393865,222
Ridge+GBR | core6 | clim=30%,14.395472717275611,11.484905413049841,-0.25342544840801295,0.7864461788651305,0.0553041279033728,222
Ridge(alpha=100) | core4 | clim=50%,14.407416209469073,11.484905413049841,-0.2544653779297563,0.8143979538249166,0.029603594176933257,222
Ridge(alpha=50) | all | clim=20%,14.414025380952175,11.484905413049841,-0.25504084383438563,0.7346680211111406,-0.09819367056056905,222
Ridge+KNN | all | clim=30%,14.422530387022187,11.484905413049841,-0.2557813815893024,0.7843855748264681,-2.5978814334947344,222
Ridge+BayesRidge | core4 | clim=50%,14.43500491210819,11.484905413049841,-0.2568675485743459,0.8163825295540755,0.02910568243801137,222
Ridge+RF | core6 | clim=35%,14.452600571569254,11.484905413049841,-0.25839961686992563,0.8157353717729258,0.11638775513889144,222
Ridge+GBR | core4 | clim=40%,14.454332221286204,11.484905413049841,-0.2585503930108404,0.7826056402544842,0.23814022280965474,222
Ridge(alpha=50) | core4 | clim=50%,14.455155416998968,11.484905413049841,-0.2586220693271144,0.803209132745944,0.0291897994612782,222
BayesRidge | core4 | clim=50%,14.465568411717781,11.484905413049841,-0.2595287371963144,0.8181138207456136,0.02860777069908238,222
Ridge+RF+GBR+XGB | core8 | clim=20%,14.476604432925798,11.484905413049841,-0.2604896524856539,0.7726481624612114,0.14914433734218235,222
Ridge(alpha=50) | core8 | clim=40%,14.481633688855236,11.484905413049841,-0.2609275538656446,0.804843522202319,-0.0283467028484381,222
Ridge+GBR | core8 | clim=25%,14.48709215554772,11.484905413049841,-0.2614028269737958,0.7878095659773957,0.10860057338202367,222
BayesRidge | all | clim=20%,14.499307453283032,11.484905413049841,-0.26246642282382626,0.7316230120526941,-0.09464640860013063,222
